Instancias/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.92;
Instancias/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.54;
Instancias/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.72;
Instancias/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.56;
Instancias/Spd_RF2_1000_1047_6043.txt;1000;1047;314;316;315.62;
Instancias/Spd_RF2_1000_1095_6051.txt;1000;1095;296;298;296.66;
Instancias/Spd_RF2_1000_1095_6059.txt;1000;1095;296;299;296.87;
Instancias/Spd_RF2_1000_1095_6067.txt;1000;1095;294;297;296.1;
Instancias/Spd_RF2_1000_1095_6075.txt;1000;1095;293;296;294.61;
Instancias/Spd_RF2_1000_1095_6083.txt;1000;1095;294;296;295.08;
Instancias/Spd_RF2_1000_1143_6091.txt;1000;1143;276;280;278.05;
Instancias/Spd_RF2_1000_1143_6099.txt;1000;1143;276;280;277.67;
Instancias/Spd_RF2_1000_1143_6107.txt;1000;1143;276;280;278.36;
Instancias/Spd_RF2_1000_1143_6115.txt;1000;1143;279;283;280.72;
Instancias/Spd_RF2_1000_1143_6123.txt;1000;1143;274;277;275.32;
Instancias/Spd_RF2_1000_1191_6131.txt;1000;1191;256;261;258.63;
Instancias/Spd_RF2_1000_1191_6139.txt;1000;1191;257;262;259.08;
Instancias/Spd_RF2_1000_1191_6147.txt;1000;1191;256;262;259.04;
Instancias/Spd_RF2_1000_1191_6155.txt;1000;1191;260;265;261.8;
Instancias/Spd_RF2_1000_1191_6163.txt;1000;1191;258;264;261.39;
Instancias/Spd_RF2_1000_1239_6171.txt;1000;1239;238;243;240.68;
Instancias/Spd_RF2_1000_1239_6179.txt;1000;1239;243;247;244.78;
Instancias/Spd_RF2_1000_1239_6187.txt;1000;1239;240;247;242.75;
Instancias/Spd_RF2_1000_1239_6195.txt;1000;1239;246;252;248.76;
Instancias/Spd_RF2_1000_1239_6203.txt;1000;1239;244;250;246.49;
Instancias/Spd_RF2_100_114_1811.txt;100;114;27;27;27;
Instancias/Spd_RF2_100_114_1819.txt;100;114;23;26;24.08;
Instancias/Spd_RF2_100_114_1827.txt;100;114;23;24;23.15;
Instancias/Spd_RF2_100_114_1835.txt;100;114;23;23;23;
Instancias/Spd_RF2_100_114_1843.txt;100;114;25;26;25.1;
Instancias/Spd_RF2_100_129_1851.txt;100;129;18;22;19.62;
Instancias/Spd_RF2_100_129_1859.txt;100;129;17;21;19.47;
Instancias/Spd_RF2_100_129_1867.txt;100;129;17;21;18.81;
Instancias/Spd_RF2_100_129_1875.txt;100;129;17;19;17.91;
Instancias/Spd_RF2_100_129_1883.txt;100;129;16;20;17.64;
Instancias/Spd_RF2_100_144_1891.txt;100;144;13;20;16.36;
Instancias/Spd_RF2_100_144_1899.txt;100;144;13;17;14.71;
Instancias/Spd_RF2_100_144_1907.txt;100;144;15;20;17.08;
Instancias/Spd_RF2_100_144_1915.txt;100;144;10;16;13.63;
Instancias/Spd_RF2_100_144_1923.txt;100;144;14;19;15.79;
Instancias/Spd_RF2_100_159_1931.txt;100;159;10;16;12.81;
Instancias/Spd_RF2_100_159_1939.txt;100;159;11;17;13.17;
Instancias/Spd_RF2_100_159_1947.txt;100;159;9;15;11.59;
Instancias/Spd_RF2_100_159_1955.txt;100;159;10;15;12.27;
Instancias/Spd_RF2_100_159_1963.txt;100;159;12;16;14.19;
Instancias/Spd_RF2_100_174_1971.txt;100;174;7;14;10.87;
Instancias/Spd_RF2_100_174_1979.txt;100;174;9;14;11.57;
Instancias/Spd_RF2_100_174_1987.txt;100;174;11;16;13.17;
Instancias/Spd_RF2_100_174_1995.txt;100;174;9;14;11.47;
Instancias/Spd_RF2_100_174_2003.txt;100;174;8;14;10.43;
Instancias/Spd_RF2_120_136_2211.txt;120;136;31;31;31;
Instancias/Spd_RF2_120_136_2219.txt;120;136;29;30;29.13;
Instancias/Spd_RF2_120_136_2227.txt;120;136;30;30;30;
Instancias/Spd_RF2_120_136_2235.txt;120;136;30;31;30.28;
Instancias/Spd_RF2_120_136_2243.txt;120;136;30;33;31.52;
Instancias/Spd_RF2_120_152_2251.txt;120;152;21;25;22.84;
Instancias/Spd_RF2_120_152_2259.txt;120;152;22;26;24.24;
Instancias/Spd_RF2_120_152_2267.txt;120;152;23;27;24.63;
Instancias/Spd_RF2_120_152_2275.txt;120;152;22;26;23.92;
Instancias/Spd_RF2_120_152_2283.txt;120;152;24;26;24.84;
Instancias/Spd_RF2_120_169_2291.txt;120;169;18;22;20.05;
Instancias/Spd_RF2_120_169_2299.txt;120;169;17;22;19.7;
Instancias/Spd_RF2_120_169_2307.txt;120;169;15;22;18.15;
