../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6011.txt;1000;1047;320;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6019.txt;1000;1047;319;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6027.txt;1000;1047;321;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6035.txt;1000;1047;321;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6043.txt;1000;1047;318;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6051.txt;1000;1095;305;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6059.txt;1000;1095;303;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6067.txt;1000;1095;307;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6075.txt;1000;1095;306;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6083.txt;1000;1095;304;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6091.txt;1000;1143;297;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6099.txt;1000;1143;301;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6107.txt;1000;1143;298;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6115.txt;1000;1143;293;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6123.txt;1000;1143;292;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6131.txt;1000;1191;280;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6139.txt;1000;1191;283;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6147.txt;1000;1191;286;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6155.txt;1000;1191;283;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6163.txt;1000;1191;287;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6171.txt;1000;1239;275;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6179.txt;1000;1239;272;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6187.txt;1000;1239;267;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6195.txt;1000;1239;276;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6203.txt;1000;1239;277;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1811.txt;100;114;30;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1819.txt;100;114;29;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1827.txt;100;114;29;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1835.txt;100;114;29;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1843.txt;100;114;30;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1851.txt;100;129;30;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1859.txt;100;129;28;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1867.txt;100;129;26;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1875.txt;100;129;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1883.txt;100;129;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1891.txt;100;144;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1899.txt;100;144;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1907.txt;100;144;29;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1915.txt;100;144;23;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1923.txt;100;144;27;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_159_1931.txt;100;159;23;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_159_1939.txt;100;159;24;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_159_1947.txt;100;159;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_159_1955.txt;100;159;23;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_159_1963.txt;100;159;22;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_174_1971.txt;100;174;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_174_1979.txt;100;174;25;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_174_1987.txt;100;174;23;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_174_1995.txt;100;174;21;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_174_2003.txt;100;174;26;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_136_2211.txt;120;136;34;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_136_2219.txt;120;136;35;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_136_2227.txt;120;136;35;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_136_2235.txt;120;136;36;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_136_2243.txt;120;136;36;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_152_2251.txt;120;152;33;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_152_2259.txt;120;152;36;True;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_120_152_2267.txt;120;152;31;True;
