Instancias/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.87;
Instancias/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.59;
Instancias/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.77;
Instancias/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.61;
Instancias/Spd_RF2_1000_1047_6043.txt;1000;1047;314;316;315.49;
Instancias/Spd_RF2_1000_1095_6051.txt;1000;1095;295;298;296.54;
Instancias/Spd_RF2_1000_1095_6059.txt;1000;1095;295;299;297.03;
Instancias/Spd_RF2_1000_1095_6067.txt;1000;1095;295;297;296.08;
Instancias/Spd_RF2_1000_1095_6075.txt;1000;1095;293;296;294.74;
Instancias/Spd_RF2_1000_1095_6083.txt;1000;1095;293;297;295.06;
Instancias/Spd_RF2_1000_1143_6091.txt;1000;1143;276;280;278.12;
Instancias/Spd_RF2_1000_1143_6099.txt;1000;1143;276;280;277.63;
Instancias/Spd_RF2_1000_1143_6107.txt;1000;1143;276;280;278.19;
Instancias/Spd_RF2_1000_1143_6115.txt;1000;1143;279;283;280.61;
Instancias/Spd_RF2_1000_1143_6123.txt;1000;1143;274;277;275.33;
Instancias/Spd_RF2_1000_1191_6131.txt;1000;1191;256;261;258.55;
Instancias/Spd_RF2_1000_1191_6139.txt;1000;1191;257;261;259.14;
Instancias/Spd_RF2_1000_1191_6147.txt;1000;1191;257;262;259.02;
Instancias/Spd_RF2_1000_1191_6155.txt;1000;1191;258;265;261.86;
Instancias/Spd_RF2_1000_1191_6163.txt;1000;1191;259;264;261.42;
Instancias/Spd_RF2_1000_1239_6171.txt;1000;1239;238;243;240.49;
Instancias/Spd_RF2_1000_1239_6179.txt;1000;1239;242;247;244.5;
Instancias/Spd_RF2_1000_1239_6187.txt;1000;1239;240;246;242.92;
Instancias/Spd_RF2_1000_1239_6195.txt;1000;1239;246;251;248.35;
Instancias/Spd_RF2_1000_1239_6203.txt;1000;1239;243;250;246.37;
Instancias/Spd_RF2_100_114_1811.txt;100;114;27;27;27;
Instancias/Spd_RF2_100_114_1819.txt;100;114;23;26;24.08;
Instancias/Spd_RF2_100_114_1827.txt;100;114;23;24;23.09;
Instancias/Spd_RF2_100_114_1835.txt;100;114;23;23;23;
Instancias/Spd_RF2_100_114_1843.txt;100;114;25;26;25.04;
Instancias/Spd_RF2_100_129_1851.txt;100;129;18;21;19.39;
Instancias/Spd_RF2_100_129_1859.txt;100;129;17;22;19.41;
Instancias/Spd_RF2_100_129_1867.txt;100;129;17;21;18.81;
Instancias/Spd_RF2_100_129_1875.txt;100;129;17;20;18.01;
Instancias/Spd_RF2_100_129_1883.txt;100;129;15;20;17.57;
Instancias/Spd_RF2_100_144_1891.txt;100;144;13;19;16.34;
