Instancias/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.61;
Instancias/Spd_RF2_1000_1047_6019.txt;1000;1047;316;317;316.72;
Instancias/Spd_RF2_1000_1047_6027.txt;1000;1047;316;316;316;
Instancias/Spd_RF2_1000_1047_6035.txt;1000;1047;316;318;317.06;
Instancias/Spd_RF2_1000_1047_6043.txt;1000;1047;315;316;315.63;
Instancias/Spd_RF2_1000_1095_6051.txt;1000;1095;296;298;296.82;
Instancias/Spd_RF2_1000_1095_6059.txt;1000;1095;296;298;296.42;
Instancias/Spd_RF2_1000_1095_6067.txt;1000;1095;296;297;296.8;
Instancias/Spd_RF2_1000_1095_6075.txt;1000;1095;294;295;294.11;
Instancias/Spd_RF2_1000_1095_6083.txt;1000;1095;294;295;294.79;
Instancias/Spd_RF2_1000_1143_6091.txt;1000;1143;277;279;278.07;
Instancias/Spd_RF2_1000_1143_6099.txt;1000;1143;276;279;277.4;
Instancias/Spd_RF2_1000_1143_6107.txt;1000;1143;278;280;278.93;
Instancias/Spd_RF2_1000_1143_6115.txt;1000;1143;279;283;281.29;
Instancias/Spd_RF2_1000_1143_6123.txt;1000;1143;274;276;275.21;
Instancias/Spd_RF2_1000_1191_6131.txt;1000;1191;256;261;258.85;
Instancias/Spd_RF2_1000_1191_6139.txt;1000;1191;257;262;259.93;
Instancias/Spd_RF2_1000_1191_6147.txt;1000;1191;258;260;259.66;
Instancias/Spd_RF2_1000_1191_6155.txt;1000;1191;262;265;263.16;
Instancias/Spd_RF2_1000_1191_6163.txt;1000;1191;259;263;261.65;
Instancias/Spd_RF2_1000_1239_6171.txt;1000;1239;238;243;239.89;
Instancias/Spd_RF2_1000_1239_6179.txt;1000;1239;245;247;245.44;
Instancias/Spd_RF2_1000_1239_6187.txt;1000;1239;243;246;244.16;
Instancias/Spd_RF2_1000_1239_6195.txt;1000;1239;247;250;248.86;
Instancias/Spd_RF2_1000_1239_6203.txt;1000;1239;244;251;247.46;
Instancias/Spd_RF2_100_114_1811.txt;100;114;27;27;27;
Instancias/Spd_RF2_100_114_1819.txt;100;114;24;25;24.35;
Instancias/Spd_RF2_100_114_1827.txt;100;114;23;23;23;
Instancias/Spd_RF2_100_114_1835.txt;100;114;23;23;23;
Instancias/Spd_RF2_100_114_1843.txt;100;114;25;26;25.25;
